id,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,sigma_Y,temperature_c,strain_rate,batch_id,yielded
6657,18.6683,-49.5982,3.85184,-32.4295,-39.3052,7.9901,215.28,53.0754,0.00104714,20,0
6658,-35.5492,135.103,63.9925,-81.0428,11.2487,-11.3862,209.492,111.537,0.0425716,6,1
6659,27.7056,84.2527,-148.845,-61.6901,-70.3051,55.9252,203.46,76.6282,0.000267086,1,1
6660,-65.7285,-121.083,-23.7776,6.91178,116.877,-33.2693,202.129,73.518,0.0145971,10,0
6661,90.1641,-42.5056,-39.6166,-39.811,-15.0323,-145.039,164.692,106.597,0.0129953,12,1
6662,-3.19484,141.54,-39.4878,154.161,-118.759,-134.846,228.239,26.7151,0.000101791,14,1
6663,102.036,-16.65,-247.281,137.65,-4.49619e-06,58.1629,268.495,103.764,0.0462732,20,1
6664,-23.3058,-98.6156,-1.15715,73.7711,-102.095,-99.7058,186.275,73.7053,0.089227,23,1
6665,37.6809,86.4705,62.6435,65.1584,-59.4845,15.6543,227.713,90.7181,0.0784427,18,0
6666,95.7083,26.917,33.3606,-24.1948,-51.4902,79.9527,223.608,44.0037,0.00029043,20,0
6667,-28.8214,31.183,48.8727,2.47805,5.38446,-7.10876,231.766,71.6245,0.000422372,9,0
6668,-55.2218,32.8792,-18.8891,60.7013,59.5844,-49.3184,216.898,27.2106,0.000539869,17,0
6669,-3.85604,-109.754,127.76,30.5811,42.181,37.7846,221.583,46.1413,0.0045216,14,1
6670,103.134,-39.2159,130.787,-1.74269,147.241,-132.534,208.861,114.216,0.00937791,5,1
6671,-282.492,6.46044,25.9498,-130.67,-35.9157,-96.1824,173.66,96.3505,0.0126201,9,1
6672,105.654,-104.958,-11.64,120.526,-10.7631,81.9902,262.566,89.0634,0.00115847,8,1
6673,51.8173,135.889,-13.4449,-119.683,-161.119,-162.421,233.247,73.6949,0.0412886,2,1
6674,-66.8435,-29.39,59.6606,39.2881,-36.763,64.6411,189.048,28.2619,0.00707079,23,1
6675,86.6582,185.325,-121.052,-3.4973,185.341,87.7508,186.553,91.7635,0.0111021,14,1
6676,-61.7334,-110.905,139.547,8.40027,-31.0828,51.1866,200.227,40.8717,0.00716819,16,1
6677,105.264,38.0548,81.9594,-11.8785,-65.9093,146.636,178.787,27.4738,0.00536523,19,1
6678,-24.77,60.2809,111.85,101.034,66.9987,29.723,264.44,61.0159,0.00628372,17,1
6679,14.7932,-1.9471,21.9805,-100.238,-30.0328,36.5797,212.671,48.5477,0.000188717,4,0
6680,-54.5515,34.4309,24.5822,37.6636,-5.1719,19.7523,262.884,58.9977,0.022901,3,0
6681,-131.296,-20.9282,66.8455,-92.4879,35.2136,132.874,207.81,89.5514,0.00152629,7,1
6682,85.8728,-86.9583,38.9034,46.7846,106.325,-64.2632,221.48,95.0046,0.000101131,0,1
6683,-13.3185,-90.4657,5.25106,44.9226,-14.1931,13.6265,210.783,38.4466,0.00709816,5,0
6684,-19.7272,-23.9798,-74.2104,99.9204,-22.7448,-52.4249,160.947,93.1994,0.0961845,9,1
6685,-44.9358,-47.7406,71.0743,-128.207,-260.128,-22.3128,228.538,80.6465,0.000208486,20,1
6686,271.583,55.2872,88.7105,-133.399,-11.2951,-3.32506,229.539,65.5938,0.0005679,1,1
6687,95.7787,-62.4108,-32.2734,38.1523,-82.9956,-152.09,241.524,32.888,0.0162947,13,1
6688,9.86368,-8.30101,11.6968,20.5661,-11.4468,-90.1606,244.744,92.7003,0.0235047,12,0
6689,133.177,-32.0578,-97.9003,-65.6612,146.174,-6.72775,239.696,96.6534,0.000632005,17,1
6690,131.786,-148.799,-114.15,16.1499,-19.4749,58.6194,232.887,48.957,0.000333726,4,1
6691,-61.1637,-95.4305,-6.14992,-85.2792,62.7689,-40.2778,183.335,40.5023,0.026009,7,0
6692,-157.752,-78.4083,-20.6173,112.967,-125.578,-138.615,256.04,75.2323,0.000230969,21,1
6693,-153.556,25.1092,-51.4771,142.464,-123.34,-84.3378,241.144,116.356,0.00193645,12,1
6694,29.9615,41.9308,83.8035,-64.7319,-93.7743,19.6681,177.285,98.9926,0.0828382,3,1
6695,53.0113,76.6897,-62.1618,92.9121,16.0184,-35.6313,202.504,29.7509,0.0312544,6,1
6696,96.3308,-9.91128,-5.33936,-84.348,-28.643,40.4121,227.696,86.7156,0.0611538,7,1
6697,-8.29835,-17.4573,35.05,116.708,-174.098,-28.7816,272.998,73.3933,0.0626867,15,1
6698,75.8067,-92.7997,-42.1504,-20.8456,-5.34863,28.1466,267.492,85.4968,0.000163735,15,0
6699,-147.446,-66.24,96.3728,160.977,-134.94,44.5035,262.96,65.1483,0.0153421,19,1
6700,67.647,50.5361,91.4971,8.49321,9.89996,17.3093,178.352,35.489,0.00583787,3,0
6701,73.108,-91.1493,-68.0994,119.201,108.065,-81.8964,218.932,84.8272,0.0011227,0,1
6702,18.8806,-165.348,10.7094,-9.82294,-64.9275,26.8643,228.799,66.7737,0.000116568,5,0
6703,-101.357,52.3388,54.0162,64.3947,40.9887,-72.8829,235.336,102.252,0.00233701,4,1
6704,-180.078,18.1551,21.1041,-18.6305,82.1371,27.888,229.517,99.4523,0.0412908,5,1
6705,-64.7027,175.8,64.971,85.5221,59.3014,-112.047,247.851,70.8008,0.000685608,0,1
6706,-47.5949,-151.79,-43.3588,13.1865,116.191,161.351,215.96,100.391,0.00100873,9,1
6707,106.837,-95.0134,-82.9973,74.9932,-36.9835,-14.7146,239.019,91.7893,0.000871127,21,0
6708,128.647,-34.3778,30.3868,-108.463,-29.648,-32.5263,214.991,59.6799,0.000117297,10,1
6709,-103.1,39.5278,37.3851,36.2468,-14.1436,38.0704,201.264,25.5896,0.0208751,17,0
6710,-147.052,119.649,2.61505,89.3414,19.9059,101.848,216.243,105.948,0.0011226,4,1
6711,-28.6559,75.0528,-88.4146,-54.0455,-9.68966,9.83193,192.078,71.2247,0.00125849,14,0
6712,62.1662,-93.0411,-78.8755,2.09872,43.2997,30.459,211.326,55.8948,0.00611924,21,1
6713,-42.0668,-42.6427,13.5745,79.5059,-13.4655,-8.92861,188.527,43.1907,0.00447924,2,1
6714,-64.9391,-56.6733,9.34675,-52.0291,17.6805,69.8696,197.321,94.087,0.037641,16,0
6715,-99.7513,-11.1677,-75.6475,-153.809,-111.956,-165.31,184.863,99.8764,0.0167952,5,1
6716,23.2024,-100.909,163.39,-135.267,-20.658,21.3266,171.127,102.162,0.00163577,3,1
6717,60.6734,36.673,-106.145,-21.8739,150.402,115.087,229.998,98.4147,0.00339891,16,1
6718,84.5938,46.6801,-4.26062,70.1693,27.9695,-24.9432,210.237,115.097,0.0436045,11,0
6719,72.9191,-80.5868,3.22064,-65.221,-19.9542,-129.089,278.575,60.021,0.00105023,9,1
6720,56.6154,-29.9831,0.429785,-9.08067,52.8198,101.235,235.499,49.103,0.000975775,5,0
6721,0.30667,-54.6609,-69.6635,62.3507,-113.763,51.471,229.953,75.9932,0.0140738,13,1
6722,34.7095,30.038,-57.5456,-71.0073,21.369,-88.189,186.52,85.0367,0.0105821,6,1
6723,-19.532,-114.299,105.875,-13.6474,-14.9748,-49.3101,214.024,32.9537,0.022583,13,0
6724,169.668,66.9694,125.762,-88.2849,-17.36,-26.1541,182.632,36.3579,0.00443068,14,0
6725,-183.152,5.16238,-85.6307,139.247,18.2618,-119.805,268.361,115.704,0.00012506,7,1
6726,33.5094,-123.836,72.2385,-168.955,-72.2068,23.8554,237.798,70.5961,0.00439005,2,1
6727,10.9784,14.9847,43.7409,-14.4763,-95.0929,-63.6019,214.818,100.059,0.000160737,10,1
6728,5.38559,-82.7106,116.369,-54.0975,42.3686,-84.7589,216.282,63.6155,0.00540658,20,1
6729,-42.6634,164.061,-48.1061,1.47996,-201.198,-81.6297,197.826,25.5066,0.000841605,17,1
6730,-75.4233,73.0261,-28.2194,45.3522,-119.389,-36.2355,236.196,95.5845,0.000155748,5,1
6731,128.979,-1.08481,-64.9072,43.8176,-140.903,27.6045,244.414,52.2931,0.000392746,24,1
6732,-127.333,-278.385,65.8605,-9.08452,-138.432,-40.3025,196.625,112.831,0.000883971,5,1
6733,94.7593,-9.36957,-86.8693,18.7227,-40.5065,53.5609,221.763,61.9116,0.000299832,10,0
6734,-85.0392,84.0476,39.5348,-99.3701,81.298,-116.004,234.068,87.8752,0.0520366,16,1
6735,-87.1255,54.1909,-121.948,-117.281,-17.8324,7.68362,191.435,73.4217,0.000271233,8,1
6736,58.6457,38.6262,-65.4281,180.069,-76.7803,34.8059,185.918,84.4677,0.000129607,21,1
6737,-69.4522,101.483,-2.58636,-83.5988,15.1708,97.5516,248.539,71.0047,0.00192905,9,1
6738,-79.4304,122.541,-3.30111,-20.824,-15.3592,-95.4691,230.413,67.1684,0.000165619,12,1
6739,117.083,-32.1398,-160.578,20.5203,-29.4598,-114.476,165.334,39.0237,0.0160057,8,1
6740,-24.2424,-56.1505,141.752,-20.4734,-36.3016,20.0202,254.098,24.9896,0.025851,17,0
6741,-127.527,19.7366,-87.0902,-71.311,63.1437,-74.1744,197.752,23.098,0.000114935,2,1
6742,86.7688,18.2402,196.701,51.7057,103.504,-159.004,225.902,87.6711,0.0348127,16,1
6743,146.796,-137.406,-21.0625,155.038,-11.5189,125.052,190.082,94.2233,0.000686854,12,1
6744,37.8286,192.932,-19.1362,35.5531,59.4876,113.352,232.688,21.9614,0.00227796,24,1
6745,25.7573,-28.4233,156.96,-216.194,-87.9929,123.558,220.791,62.0942,0.0359561,16,1
6746,19.769,31.5703,155.563,130.098,-9.58843,-46.8918,245.038,91.9137,0.0578139,12,1
6747,-151.891,-136.032,-25.672,8.67428,-87.7139,-3.86092,188.257,102.844,0.000272591,18,1
6748,-54.9345,50.2808,-116.562,27.3705,-49.3665,-141.633,214.937,119.391,0.000598993,9,1
6749,-52.393,-99.2326,60.4789,-37.0686,89.4308,6.70143,227.322,67.5258,0.0409284,4,1
6750,195.856,162.906,139.435,-5.09611,17.8333,-36.0636,255.986,36.6544,0.000109198,6,0
6751,9.54303,23.7282,104.185,-11.4294,48.3221,157.96,208.57,105.326,0.00268084,15,1
6752,26.2948,100.135,-123.268,-84.5943,10.4543,239.586,257.792,77.36,0.00826122,14,1
6753,44.0332,-97.3978,-44.3866,11.0644,122.853,152.405,239.425,48.727,0.000356346,20,1
6754,-156.188,-36.0966,4.08365,145.755,-98.689,-9.45536,170.232,94.5335,0.00589533,7,1
6755,-76.8722,-80.8313,124.423,26.1086,-18.1341,80.7746,217.354,110.068,0.0166026,20,1
6756,-103.295,11.447,-31.5281,9.03948,126.268,43.9914,215.356,106.621,0.000113144,11,1
6757,91.1447,-17.5008,7.15831,-115.437,-15.2584,139.548,188.454,106.295,0.000144057,14,1
6758,132.36,-85.3681,5.04858,149.445,-63.0428,56.7632,268.379,110.715,0.0217355,14,1
6759,-45.0023,39.2972,-100.586,69.9174,-37.7145,-26.992,212.254,83.9403,0.00201736,5,1
6760,32.3325,116.929,-7.04183,2.41647,-151.071,188.297,215.193,31.723,0.0275427,21,1
6761,-69.5188,141.378,-40.9418,167.459,-79.6069,60.323,254.123,81.9771,0.0376547,14,1
6762,-102.808,127.469,-22.2558,-70.4499,-285.639,-69.0106,240.925,99.336,0.00164683,11,1
6763,-73.1583,-61.7489,-26.1064,-22.2316,16.6434,-47.5922,227.037,79.0934,0.00107819,10,0
6764,-110.492,115.938,-67.0932,116.789,16.005,164.095,230.292,76.7419,0.00319344,10,1
6765,-73.1176,40.4257,22.7047,42.6328,31.6061,-160.531,210.252,69.7199,0.0251626,13,1
6766,-1.17784,-16.3491,107.191,-195.241,44.4606,-172.537,195.112,41.3289,0.000246103,3,1
6767,5.64208,-30.7779,17.4838,-133.691,-45.4884,17.2326,259.729,91.0045,0.00172522,18,1
6768,-165.854,64.4202,87.1702,-14.0919,-75.9061,6.96962,170.362,81.3685,0.0488181,21,1
6769,-111.88,-98.9171,-152.117,-79.7964,3.89355,14.9347,220.478,56.1402,0.00877952,2,0
6770,-71.2,-149.424,144.49,-19.3917,-52.9514,69.6182,216.516,66.2953,0.0328241,14,1
6771,44.238,114.029,149.265,57.4117,130.888,-48.6521,261.833,110.239,0.00444071,11,1
6772,-47.4466,48.4373,7.6956,-8.94917,-15.5419,80.1787,210.505,80.6818,0.0141556,21,0
6773,-116.063,61.6965,-101.775,-71.9587,111.323,-50.9507,209.883,119.241,0.00049561,4,1
6774,67.2964,73.3643,-21.8965,-111.239,38.2229,-87.2945,226.837,101.545,0.00101222,3,1
6775,33.3597,-18.6001,-38.5339,59.4305,-203.802,59.0094,175.675,23.9722,0.0153979,2,1
6776,110.078,-68.7256,101.525,-28.9934,12.2942,-30.8882,271.024,113.743,0.0552777,2,0
6777,-116.274,16.7096,-89.4744,-68.9694,94.2573,-4.38074,173.012,48.6802,0.000459912,15,1
6778,40.3728,-98.4624,-60.2677,-16.0786,191.253,1.78218,197.249,75.0194,0.0316113,21,1
6779,26.7146,35.8859,116.702,-50.317,-5.94295,-8.34438,192.181,92.6873,0.00109473,21,0
6780,-143.195,-76.4868,16.7917,-26.6365,-42.1187,72.1541,221.615,52.2852,0.000174331,13,0
6781,-116.82,27.3237,-57.703,47.3631,-47.0392,30.5863,164.497,104.747,0.00146271,2,1
6782,-163.437,-65.3012,112.438,9.82008,-60.4621,86.1706,237.198,31.1913,0.0189061,13,1
6783,50.387,6.16267,95.8386,88.2347,178.532,129.612,220.87,86.1028,0.00331581,12,1
6784,-30.6041,-112.716,163.425,45.8779,62.782,-21.397,212.173,48.4378,0.000542566,14,1
6785,-25.7158,-76.6371,115.906,-99.4953,-66.3014,-169.971,224.241,57.8945,0.00566321,3,1
6786,32.5704,-51.3072,43.4967,35.8167,-125.298,101.421,245.78,68.5896,0.00186515,3,1
6787,-116.91,-40.3839,96.8777,70.6919,43.557,-67.7662,214.834,40.3462,0.000245968,16,1
6788,4.30636,104.535,-39.9356,42.7479,-42.1352,52.3782,227.998,107.495,0.00890868,0,0
6789,-49.972,-107.541,-105.968,-124.607,115.383,107.937,223.514,81.6062,0.00928562,17,1
6790,46.1891,69.2406,-2.28287,101.954,-19.6957,-73.5479,215.803,45.5462,0.0013447,24,0
6791,-75.8142,45.6625,15.0585,-75.6909,82.0086,157.956,231.536,70.7705,0.00302955,1,1
6792,77.9648,33.0989,-64.026,147.08,35.0985,-49.3794,224.256,23.0467,0.000129676,24,1
6793,-7.65885,99.1171,109.404,31.4356,-6.5745,15.9536,190.426,74.0627,0.00359343,13,0
6794,114.632,22.6454,-107.124,133.021,-65.3331,21.168,188.227,37.371,0.0217337,11,1
6795,-109.936,74.8399,-61.0477,68.8728,53.7641,18.4153,228.466,96.7686,0.0747022,2,0
6796,-40.9642,-58.7309,-38.8462,38.043,-70.358,-42.4725,230.611,58.4052,0.000296857,8,0
6797,-92.5047,-55.1056,-98.7526,153.908,-3.35147,91.3302,240.561,80.1978,0.0017992,0,1
6798,66.5572,90.0124,-130.063,-66.676,-15.3944,10.0579,222.511,73.9916,0.00214222,16,1
6799,92.2132,81.4808,40.6142,85.9759,52.7852,-166.36,264.596,58.6695,0.00280071,21,1
6800,126.926,12.0361,138.476,73.1768,-56.2815,-61.6818,199.26,74.6414,0.0157337,13,1
6801,47.09,223.867,201.864,33.0332,-80.3968,-11.6978,248.455,118.907,0.00140205,3,0
6802,194.721,9.32523,-19.4124,-26.9452,31.4803,33.596,217.965,81.9419,0.0159676,20,0
6803,16.1959,128.429,15.4165,-125.622,-140.226,-64.7928,201.367,112.811,0.00472963,8,1
6804,31.209,-80.4755,98.7056,-81.1082,56.6497,90.8892,292.639,21.7379,0.00263606,16,0
6805,-120.367,-53.5127,-22.0717,-18.7058,-118.631,16.7545,224.42,87.9301,0.00130507,11,1
6806,-17.3705,-18.2654,-28.3405,210.198,23.2417,47.291,223.953,116.043,0.000482464,21,1
6807,-52.0727,-6.59673,162.265,7.61852,73.7863,67.5673,243.488,42.399,0.00147124,9,1
6808,37.2533,92.1106,-16.371,-54.7868,12.6555,-14.0633,250.883,27.8765,0.000100738,14,0
6809,-24.6099,115.458,30.0286,-147.375,45.5885,-114.422,218.079,68.434,0.00165871,13,1
6810,102.221,88.6136,-108.812,151.895,-34.8896,15.5858,223.012,70.4555,0.00628212,0,1
6811,118.394,-33.0363,-148.729,-29.4038,-33.8248,-7.90618,197.421,61.4145,0.00773719,12,1
6812,-53.2648,48.7241,113.949,-62.5174,-23.1105,-56.2284,244.457,108.505,0.0013182,12,1
6813,39.6882,68.8095,-59.878,99.6373,-1.50427,-39.7334,224.368,55.3462,0.00207641,17,1
6814,41.2118,-47.9424,225.675,101.786,-101.918,93.7376,244.03,110.761,0.0451347,0,1
6815,103.431,109.388,-165.28,14.9601,17.0692,70.8877,226.961,63.4655,0.00493498,6,1
6816,-101.701,-84.6635,132.061,-77.9926,128.623,23.0231,269.456,65.8745,0.000249596,18,1
6817,-77.3301,90.2893,-113.227,-121.935,22.3118,-34.071,253.995,119.806,0.0441681,16,1
6818,41.1906,83.1655,107.751,62.6869,174.079,-46.4991,216.652,105.953,0.000109271,6,1
6819,-90.8224,-120.899,-19.8136,10.8217,59.6583,-133.667,208.238,94.7165,0.0248687,19,1
6820,-18.5753,30.6985,91.8313,-6.87758,-221.805,-144.606,190.73,26.821,0.0016814,4,1
6821,95.9121,162.532,-121.471,44.0651,-22.9905,134.418,223.19,114.127,0.00284824,12,1
6822,-59.9668,39.1653,92.4516,99.9475,-34.8728,-16.1883,247.134,70.7774,0.00062402,23,1
6823,132.409,-177.385,-140.948,-211.784,-16.3967,124.79,185.872,115.719,0.000146754,14,1
6824,-80.3678,-1.99474,83.3359,12.1304,-173.692,32.4166,209.894,28.0489,0.000735791,11,1
6825,-95.9456,161.73,152.657,3.74685,-133.809,-26.3814,284.888,118.194,0.0113961,11,1
6826,-62.4562,-13.6177,-13.9989,-3.29807,80.153,-74.3677,210.35,50.1115,0.000943811,0,1
6827,106.381,-90.5455,-71.0015,-81.5961,22.5949,61.5648,210.799,64.465,0.00385042,8,1
6828,107.139,153.138,-92.5336,-93.3949,-8.68021,59.8656,249.775,59.5987,0.0287198,18,1
6829,17.4146,99.5631,-31.2334,24.6388,50.5901,-155.114,199.429,93.3663,0.000442079,16,1
6830,87.1347,6.79522,31.8197,123.129,-45.5048,-11.0351,214.738,22.0429,0.00114769,13,1
6831,10.8339,100.181,151.19,6.26768,16.0929,85.2139,239.851,41.0083,0.0110792,7,0
6832,-29.9266,18.8576,74.0537,46.9098,16.6074,-122.766,234.346,48.9446,0.00146533,6,1
6833,-9.16381,5.84463,-96.3619,55.6593,9.82263,-9.93917,217.79,96.9209,0.0146549,20,0
6834,-28.0642,137.247,-18.079,-45.8489,88.5627,79.0406,249.656,111.701,0.00757396,8,1
6835,-65.037,67.1954,-4.11392,-150.455,-41.2391,-10.8011,195.767,60.7057,0.000265863,24,1
6836,127.436,72.9516,58.1678,50.3354,164.138,-49.3436,199.844,83.8153,0.00170555,24,1
6837,137.759,60.5353,48.6647,-33.2696,-16.9246,32.484,198.925,101.67,0.0112888,21,0
6838,-49.6854,-4.76819,194.826,70.4228,1.62084,-72.6097,213.928,103.145,0.000224476,21,1
6839,0.45878,97.6274,73.9094,145.493,126.897,36.8995,196.944,113.718,0.000231465,18,1
6840,-6.2319,-30.657,-85.3669,-89.1471,106.513,2.5873,207.209,90.6552,0.00969473,5,1
6841,30.1513,-3.8922,-83.7487,-155.587,-35.2406,43.5098,200.737,85.9083,0.000250252,16,1
6842,-110.245,-124.688,174.326,-86.3194,-87.1918,-58.0448,249.417,85.0256,0.0619042,4,1
6843,95.0214,25.2998,25.3819,206.821,-13.2844,-76.843,262.314,107.801,0.0813467,20,1
6844,32.1824,-17.9292,173.075,-57.6338,41.4838,107.475,236.542,57.7113,0.0464776,12,1
6845,-38.2869,-43.4503,-56.1025,54.162,17.9895,71.3565,258.763,25.0995,0.000201704,13,0
6846,-94.5767,11.6691,-107.311,-112.971,-211.747,-42.703,261.637,58.2328,0.00117805,6,1
6847,18.1783,-103.358,0.62071,-178.699,-57.1182,14.3074,201.91,31.8661,0.00013586,14,1
6848,22.4322,-34.28,-44.7816,-124.49,-115.25,-143.597,270.787,52.8337,0.0122792,16,1
6849,-40.5485,81.8348,96.7632,-79.6495,119.753,-0.841869,228.882,64.2451,0.000132224,12,1
6850,9.8898,21.8185,-67.7831,210.068,-149.13,50.5738,171.033,99.8528,0.0137917,8,1
6851,-158.884,16.0982,14.8307,66.6475,67.5412,60.6862,211.242,99.0439,0.0255613,11,1
6852,-199.346,-166.848,81.4579,-140.838,160.783,122.349,242.395,110.018,0.0118128,5,1
6853,-100.953,-84.8885,-221.887,23.1445,48.5055,-26.3368,225.419,93.9417,0.00147938,13,0
6854,-2.44192,63.7433,58.365,82.8453,-14.535,53.8431,219.174,76.0021,0.000557047,1,0
6855,-14.1143,124.751,-64.2596,151.155,-77.1888,213.736,243.506,53.0414,0.000100757,1,1
6856,-44.091,90.3414,-21.8563,18.4074,28.9309,-55.3272,197.886,65.8625,0.0580009,21,0
6857,-74.7041,-106.252,133.907,-78.2415,-14.2051,-75.435,200.593,88.7362,0.0122919,21,1
6858,87.4248,15.1299,14.1612,10.7468,-51.5926,-9.54252,218.22,95.7651,0.0356873,5,0
6859,-210.926,-15.6634,-47.8757,7.48741,-27.7147,62.6001,180.987,77.4792,0.0217437,19,1
6860,157.9,205.5,1.02011,-26.3702,-86.8757,107.636,210.03,98.7977,0.00561626,18,1
6861,-23.6181,51.784,124.9,-103.909,-84.5901,62.7489,225.357,23.0895,0.000261614,12,1
6862,97.0462,-56.5076,-64.6614,-148.794,74.8944,-88.8654,207.481,23.1548,0.00606335,18,1
6863,23.4057,44.8707,-63.4672,-132.837,-41.3626,-79.3078,226.798,61.5637,0.00715796,5,1
6864,-68.8066,-63.2864,63.3079,-21.5202,-232.22,46.5405,246.818,86.2979,0.00402046,21,1
6865,-45.3994,158.406,-134.777,-128.584,-39.5341,102.101,226.701,92.5238,0.00290486,7,1
6866,23.3604,107.041,-28.3979,-111.62,78.548,-58.3347,273.055,40.9799,0.00898864,24,1
6867,89.9577,28.3987,128.431,92.7033,75.9114,27.1306,246.128,55.6027,0.0219655,18,0
6868,-3.16041,-58.0213,-63.3116,79.8278,124.096,16.6923,266.301,45.8265,0.0269477,19,1
6869,-60.4272,102.536,59.4773,-3.02932,-65.2059,93.0831,201.971,110.508,0.00182745,6,1
6870,131.98,-63.6227,60.297,-106.927,-7.64313,-35.8354,202.749,46.8437,0.000665508,23,1
6871,187.658,102.264,-7.08402,-108.57,29.2906,-241.151,192.588,45.121,0.0211919,22,1
6872,-62.6299,-127.936,76.295,76.4065,22.2599,-64.4183,213.488,23.637,0.0219677,9,1
6873,-32.307,1.34503,49.7733,-77.5932,10.0061,-1.37658,204.456,39.6131,0.0125975,9,0
6874,-19.2289,10.2472,-64.6681,-16.3804,-22.2118,134.276,237.32,55.0707,0.0709243,4,1
6875,57.1045,77.5034,105.485,-81.4087,16.2337,102.261,267.95,29.1439,0.049015,0,1
6876,-18.0217,63.1038,79.8191,49.3482,-12.477,64.5805,209.872,88.9139,0.0416794,13,0
6877,-55.3776,13.4292,-180.716,-97.2388,52.6681,16.2881,209.504,106.86,0.00837936,23,0
6878,-15.1042,76.6373,-39.4718,-71.3219,-146.066,-141.066,213.504,81.1112,0.000495852,13,1
6879,-118.85,83.406,10.1241,45.6991,-8.91385,-112.539,206.927,106.711,0.000510436,2,1
6880,-15.2439,21.4739,-203.038,-58.2234,133.113,159.686,209.384,30.4995,0.000836112,1,1
6881,21.5072,-69.0627,46.465,-49.9626,143.245,-112.362,229.415,21.847,0.000424895,20,1
6882,24.6474,-66.5061,-56.5262,101.356,-55.808,-42.8444,201.159,27.083,0.0141467,19,1
6883,-102.597,112.072,-235.62,-25.0391,133.233,-42.1506,221.567,109.401,0.00127959,23,1
6884,-89.9247,30.0318,-68.6007,-82.9922,6.29786,62.2434,234.211,83.6068,0.0935481,5,0
6885,-2.35642,11.89,6.46199,86.154,-154.293,-41.0671,237.153,93.1515,0.000248469,3,1
6886,144.966,31.33,-94.2846,-63.5846,86.9666,40.1108,199.843,92.468,0.0102793,19,1
6887,54.4009,-91.9599,243.278,-60.4439,134.03,-98.1094,220.521,78.2157,0.00195787,24,1
6888,-81.4359,22.0269,-220.251,33.2181,51.3725,-84.3586,224.954,110.545,0.000116801,7,1
6889,98.6679,25.3589,-27.0879,-90.7829,25.9882,-4.91009,194.437,38.9284,0.063223,0,0
6890,99.9548,87.0067,79.7906,-13.0522,44.7247,175.057,239.926,65.7357,0.0220396,8,1
6891,19.0701,-87.0894,26.1135,61.6221,-34.2709,12.4837,229.228,100.22,0.00249265,4,0
6892,65.801,-228.258,-126.146,-93.5963,104.593,6.94677,209.629,50.9518,0.00102089,1,1
6893,57.9738,-119.513,-80.7466,-47.7635,-46.4248,16.6293,242.375,66.3935,0.0166857,7,0
6894,-36.7282,106.074,131.744,-170.589,-9.54139,-61.0872,220.857,80.6189,0.00333516,10,1
6895,-59.716,-51.1916,-95.4915,51.7059,-150.452,28.5568,223.538,40.5235,0.0602651,15,1
6896,-40.043,-11.7861,-3.20292,-27.269,129.553,-109.004,227.516,101.256,0.0113792,22,1
6897,-25.4027,31.0069,-10.5563,-74.5122,-77.6551,-1.9807,210.893,42.1688,0.000496253,18,1
6898,-82.391,37.5708,127.968,61.1614,91.8554,31.4333,190.683,43.2794,0.00422387,18,1
6899,-21.9687,-158.279,-248.879,-4.19837,-113.566,-16.0042,183.528,97.0216,0.00010456,20,1
6900,-66.2897,71.2332,-108.844,-20.135,-3.42192,-57.7859,292.513,108.383,0.0163469,3,0
6901,-44.0301,98.9695,-137.035,30.2346,-45.2674,-117.286,204.835,22.4099,0.00225553,2,1
6902,60.1666,-89.391,-34.7717,106.29,16.7625,-113.775,206.194,70.8819,0.0104035,6,1
6903,-79.0346,-19.5995,-73.0941,-35.1084,158.743,-42.6498,158.306,117.803,0.0133283,8,1
6904,-63.9945,-51.3858,-90.9667,50.7211,166.899,57.8989,253.235,99.4428,0.0289106,0,1
6905,128.807,-149.419,143.238,21.6309,32.5488,2.11747,234.985,80.2295,0.0025373,15,1
6906,-183.204,-25.3701,88.9106,76.8611,16.6926,49.7597,279.781,105.669,0.0236466,9,0
6907,58.2295,120.005,17.8716,-107.959,42.301,-2.29948,253.313,67.2966,0.000705484,23,0
6908,-68.3169,-79.4812,29.0791,-24.6124,91.0999,-20.488,172.025,32.2201,0.000227504,16,1
6909,-63.7293,-96.9744,-2.72786,4.13537,17.9589,41.0877,204.522,69.6083,0.0343435,16,0
6910,77.1106,58.6426,-130.288,9.49692,-63.7332,184.48,245.393,113.41,0.0081662,4,1
6911,48.392,74.0147,-42.0198,155.974,-50.5516,129.98,212.681,113.846,0.00452703,21,1
6912,-123.763,138.794,4.73631,-81.5951,-104.149,-26.615,196.485,109.486,0.00304824,13,1
6913,-77.0418,123.58,32.6867,-5.56876,98.2868,88.838,254.485,74.4263,0.000105607,2,1
6914,-9.12169,-84.0454,-62.8905,105.537,226.765,97.7557,227.824,95.471,0.00406772,21,1
6915,44.9143,-93.0306,-31.6941,24.4955,-138.541,38.8697,199.427,49.7507,0.0138784,24,1
6916,42.5465,-25.2044,8.1135,-11.0289,-178.456,49.1287,217.559,81.3216,0.00831706,19,1
6917,66.4906,174.504,35.8993,23.3904,-128.029,30.6665,211.119,108.834,0.0685561,23,1
6918,-58.4852,75.4579,-90.6155,140.887,-141.021,89.4357,207.558,77.2397,0.0487558,19,1
6919,-37.7372,123.62,-49.1652,-59.8884,-71.2236,-32.3336,240.657,106.923,0.0178203,7,1
6920,4.24452,32.924,-128.584,72.5747,-162.94,27.6401,214.128,44.9564,0.00192532,9,1
